,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
1752,nautla,0,mx,2018-04-02 23:06:33,97,20.22,-96.78,77.35,27.34
1753,johnstown,75,us,2018-04-02 22:55:00,80,40.33,-78.92,35.6,6.93
1754,kipini,88,ke,2018-04-02 23:06:34,99,-2.53,40.53,78.79,7.31
1755,zhezkazgan,40,kz,2018-04-02 22:30:00,86,47.8,67.71,26.6,20.13
1756,chegutu,76,zw,2018-04-02 23:06:42,95,-18.13,30.15,63.49,3.96
1757,yelovo,48,ru,2018-04-02 23:06:34,89,57.05,54.92,28.48,8.66
1758,lamtah,0,tn,2018-04-02 22:30:00,93,35.67,10.88,55.4,1.12
1759,rio verde de mato grosso,92,br,2018-04-02 23:06:43,92,-18.92,-54.84,71.68,1.95
1760,burnie,20,au,2018-04-02 23:06:35,98,-41.05,145.91,63.31,17.83
1761,tokonou,68,gn,2018-04-02 23:06:35,83,9.65,-9.78,69.97,6.42
1762,reconquista,32,ar,2018-04-02 23:06:44,78,-29.14,-59.64,69.61,3.62
1763,longhua,0,cn,2018-04-02 22:00:00,53,29.21,106.21,75.2,4.47
1764,kurush,0,ru,2018-04-02 23:06:44,67,41.28,47.83,37.21,3.96
1765,corum,0,tr,2018-04-02 23:06:36,81,38.8,29.89,25.96,2.73
1766,kawalu,36,id,2018-04-02 23:06:36,81,-7.38,108.21,77.71,2.84
1767,mincivan,8,az,2018-04-02 23:03:32,73,39.03,46.72,35.23,0.38
1768,heihe,0,cn,2018-04-02 23:06:45,39,33.22,106.45,74.92,3.06
1769,poletayevo,20,ru,2018-04-02 22:30:00,92,55.04,61.11,24.8,4.47
1770,phetchaburi,75,th,2018-04-02 22:00:00,78,13.1,99.94,82.4,1.12
1771,emerald,32,au,2018-04-02 23:06:46,54,-23.53,148.16,84.82,16.26
1772,beatrice,90,us,2018-04-02 22:54:00,90,40.27,-96.75,33.8,10.29
1773,west wendover,1,us,2018-04-02 21:56:00,26,40.74,-114.07,42.8,23.04
1774,muli,80,mv,2018-04-02 23:06:47,100,2.92,73.57,84.64,4.41
1775,tumaco,88,co,2018-04-02 23:06:39,98,1.8,-78.82,76.36,3.85
1776,auka,0,hn,2018-04-02 23:06:39,69,14.93,-83.83,75.37,4.85
1777,puerto colombia,40,co,2018-04-02 22:00:00,83,10.99,-74.96,78.8,19.46
1778,sfantu gheorghe,0,ro,2018-04-02 22:30:00,80,44.65,26.83,35.6,2.95
1779,boddam,90,gb,2018-04-02 22:50:00,93,57.47,-1.78,35.6,12.75
1780,indianola,1,us,2018-04-02 22:53:00,46,40.24,-100.42,50.0,19.46
1781,aktash,64,ru,2018-04-02 23:06:49,74,50.31,87.6,14.71,2.73
1782,ambo,64,pe,2018-04-02 23:06:41,98,-10.13,-76.2,45.76,0.72
1783,lianran,20,cn,2018-04-02 22:00:00,63,24.92,102.47,62.6,13.42
1784,denpasar,12,id,2018-04-02 23:06:41,80,-8.65,115.22,82.39,2.51
1785,roald,0,no,2018-04-02 22:50:00,86,62.58,6.12,28.4,11.41
1786,kez,64,ru,2018-04-02 23:06:42,92,57.9,53.72,28.39,13.47
1787,kupang,0,id,2018-04-02 23:06:51,83,-10.16,123.6,88.24,5.41
1788,pozo colorado,0,py,2018-04-02 23:06:43,91,-23.49,-58.8,67.63,2.84
1789,abnub,0,eg,2018-04-02 22:00:00,52,27.27,31.15,64.4,14.99
1790,jaque,12,pa,2018-04-02 23:06:43,69,7.52,-78.17,75.91,4.18
1791,grand forks,90,us,2018-04-02 22:55:00,66,47.91,-97.06,17.6,16.11
1792,george,0,za,2018-04-02 22:00:00,100,-33.96,22.46,62.6,2.24
1793,vitim,44,ru,2018-04-02 23:06:44,54,59.44,112.57,20.56,5.41
1794,agadir,40,ma,2018-04-02 22:30:00,87,30.42,-9.58,55.4,3.36
1795,kushima,20,jp,2018-04-02 22:38:00,52,31.5,131.29,69.8,6.93
1796,makubetsu,75,jp,2018-04-02 22:26:00,75,42.84,143.34,42.8,1.12
1797,udalguri,0,in,2018-04-02 23:06:54,49,26.75,92.1,71.41,2.17
1798,carlsbad,90,us,2018-04-02 22:24:00,67,33.16,-117.35,62.6,8.05
1799,aktau,0,kz,2018-04-02 22:30:00,52,43.65,51.16,42.8,11.18
1800,sindor,92,ru,2018-04-02 23:06:55,89,62.87,51.9,30.82,12.91
1801,roros,0,no,2018-04-02 22:20:00,85,62.57,11.38,10.4,2.24
1802,chitipa,80,mw,2018-04-02 23:06:55,91,-9.7,33.27,63.49,5.86
1803,union de san antonio,20,mx,2018-04-02 21:54:00,27,21.1,-101.97,73.4,8.1
1804,kazachinskoye,76,ru,2018-04-02 23:06:47,84,57.69,93.28,25.15,7.54
1805,severo-yeniseyskiy,48,ru,2018-04-02 23:06:47,70,60.37,93.04,20.83,5.3
1806,portmore,20,jm,2018-04-02 22:00:00,69,17.97,-76.87,80.6,5.82
1807,billings,90,us,2018-04-02 22:53:00,85,45.79,-108.5,15.8,12.75
1808,elko,1,us,2018-04-02 22:56:00,34,40.83,-115.76,35.6,11.41
1809,kamina,24,cd,2018-04-02 23:06:48,93,-8.74,25.0,65.74,1.83
1810,sri aman,75,my,2018-04-02 22:00:00,79,1.24,111.46,84.2,2.24
1811,diego de almagro,0,cl,2018-04-02 23:06:49,89,-26.39,-70.05,56.2,1.16
1812,waddan,8,ly,2018-04-02 23:06:49,81,29.16,16.14,47.29,4.74
1813,standerton,88,za,2018-04-02 23:06:49,97,-26.94,29.24,55.84,3.18
1814,fomboni,20,km,2018-04-02 23:06:50,100,-12.28,43.74,82.84,4.18
1815,krutinka,24,ru,2018-04-02 23:06:58,94,56.01,71.51,19.93,11.45
1816,sita road,0,pk,2018-04-02 23:06:50,52,27.03,67.85,78.79,5.3
1817,turbat,80,pk,2018-04-02 23:06:50,94,26.0,63.05,71.5,4.52
1818,kichmengskiy gorodok,92,ru,2018-04-02 23:06:59,89,59.99,45.81,34.69,13.02
1819,hertford,90,gb,2018-04-02 22:50:00,100,51.8,-0.08,50.0,9.17
1820,oum hadjer,0,td,2018-04-02 23:06:51,39,13.3,19.7,63.76,4.63
1821,fayetteville,40,us,2018-04-02 22:13:00,87,36.06,-94.16,59.0,16.11
1822,markova,0,ru,2018-04-02 22:30:00,39,52.21,104.21,28.4,13.42
1823,diveyevo,76,ru,2018-04-02 23:07:00,94,55.04,43.25,36.58,15.82
1824,chapeco,88,br,2018-04-02 23:06:02,96,-27.1,-52.62,63.31,2.62
1825,cintalapa,0,mx,2018-04-02 23:06:52,80,16.7,-93.73,67.72,2.39
1826,asyut,0,eg,2018-04-02 22:00:00,52,27.18,31.19,64.4,14.99
1827,sapucaia,24,br,2018-04-02 23:07:02,96,-21.99,-42.91,65.92,1.28
1828,tortoli,40,it,2018-04-02 21:55:00,87,39.93,9.66,55.4,3.36
1829,buciumi,0,ro,2018-04-02 22:30:00,86,46.2,26.78,37.4,4.7
1830,launceston,0,au,2018-04-02 22:30:00,52,-41.43,147.14,68.0,14.99
1831,domoni,24,km,2018-04-02 23:06:58,100,-12.26,44.53,83.02,4.97
1832,ponto novo,0,br,2018-04-02 23:06:58,65,-10.86,-40.13,75.1,8.88
1833,balabac,8,ph,2018-04-02 23:06:58,100,7.99,117.06,83.11,4.07
1834,yamada,40,jp,2018-04-02 22:00:00,36,36.58,137.08,77.0,14.99
1835,robertsport,100,lr,2018-04-02 23:06:59,100,6.75,-11.37,80.77,8.99
1836,progreso,44,mx,2018-04-02 23:06:59,64,20.25,-99.19,62.23,2.39
1837,miyako,40,jp,2018-04-02 22:30:00,53,33.63,130.94,73.4,3.36
1838,the pas,20,ca,2018-04-02 22:00:00,45,53.82,-101.24,1.4,1.28
1839,berlin,1,us,2018-04-02 22:35:00,86,41.62,-72.75,37.4,3.36
1840,giaveno,75,it,2018-04-02 22:20:00,81,45.04,7.35,48.2,2.24
1841,barra do garcas,64,br,2018-04-02 23:07:00,79,-15.89,-52.26,74.74,4.07
1842,sorel,1,ca,2018-04-02 22:00:00,55,46.04,-73.1,33.8,4.7
1843,tambovka,24,ru,2018-04-02 23:07:09,80,47.32,47.38,40.81,13.24
1844,cabudare,20,ve,2018-04-02 22:00:00,78,10.02,-69.27,73.4,3.36
1845,mundgod,0,in,2018-04-02 23:07:01,70,14.97,75.04,77.17,4.18
1846,great bend,1,us,2018-04-02 21:56:00,65,38.36,-98.78,48.2,14.99
1847,nago,20,jp,2018-04-02 22:56:00,61,26.59,127.98,77.0,12.75
1848,sheridan,1,us,2018-04-02 22:42:00,23,39.65,-105.03,60.8,18.34
1849,anakapalle,0,in,2018-04-02 23:07:02,68,17.69,83.0,85.36,4.07
1850,dolores,0,ar,2018-04-02 23:07:02,94,-36.31,-57.68,54.04,2.95
1851,chilca,40,pe,2018-04-02 22:00:00,66,-13.22,-72.34,51.8,3.36
1852,zvishavane,0,zw,2018-04-02 23:07:11,88,-20.32,30.05,52.69,2.73
1853,verkh-usugli,0,ru,2018-04-02 23:07:03,28,52.7,115.17,20.11,8.1
1854,san rafael,0,ar,2018-04-02 23:07:04,79,-34.61,-68.33,55.66,3.96
1855,dakoro,0,ne,2018-04-02 23:07:13,54,14.51,6.76,66.19,3.74
1856,blagoveshchensk,20,ru,2018-04-02 22:30:00,32,50.29,127.53,32.0,22.37
1857,tagusao,0,ph,2018-04-02 23:07:05,78,9.19,117.81,84.19,3.62
1858,turtas,12,ru,2018-04-02 23:07:05,82,58.94,69.13,18.31,3.74
1859,vieira de leiria,75,pt,2018-04-02 22:00:00,93,39.87,-8.94,55.4,11.41
1860,aurillac,0,fr,2018-04-02 23:00:00,70,44.93,2.44,48.2,12.75
1861,shubarshi,0,kz,2018-04-02 23:07:06,75,48.59,57.19,27.13,14.81
1862,jiexiu,0,cn,2018-04-02 23:07:06,58,37.02,111.92,62.14,11.23
1863,sinnar,0,sd,2018-04-02 23:07:06,46,13.57,33.57,68.71,5.19
1864,buchanan,40,lr,2018-04-02 22:00:00,94,5.88,-10.05,77.0,5.97
1865,comodoro rivadavia,0,ar,2018-04-02 22:00:00,46,-45.87,-67.48,73.4,27.51
1866,rafsanjan,0,ir,2018-04-02 23:07:15,24,30.4,55.99,45.13,4.52
1867,nabire,68,id,2018-04-02 23:07:07,80,-3.36,135.5,78.61,2.06
1868,sultanpur,0,in,2018-04-02 23:07:07,62,26.26,82.07,79.24,10.67
1869,amurzet,36,ru,2018-04-02 23:07:08,27,47.7,131.1,35.41,11.01
1870,turka,0,ru,2018-04-02 23:07:08,69,52.95,108.22,24.52,6.2
1871,camopi,76,gf,2018-04-02 23:07:08,100,3.17,-52.33,71.86,2.06
1872,steamboat springs,75,us,2018-04-02 22:35:00,48,40.48,-106.83,53.6,19.46
1873,clarence town,68,bs,2018-04-02 23:07:17,100,23.1,-74.98,75.19,16.82
1874,bage,36,br,2018-04-02 23:07:09,95,-31.33,-54.11,64.57,4.74
1875,marsani,0,ro,2018-04-02 22:30:00,74,44.01,24.01,37.4,3.36
1876,uruguaiana,0,br,2018-04-02 22:00:00,94,-29.77,-57.08,68.0,3.36
1877,ichinoseki,75,jp,2018-04-02 22:00:00,81,38.93,141.13,51.8,3.36
1878,zhangjiakou,92,cn,2018-04-02 23:07:10,99,40.77,114.88,30.91,6.2
1879,mahanoro,92,mg,2018-04-02 23:07:10,100,-19.9,48.8,70.78,2.51
1880,djambala,76,cg,2018-04-02 23:07:19,98,-2.55,14.76,69.34,7.76
1881,vernon,1,us,2018-04-02 23:04:00,71,34.15,-99.28,55.4,14.99
1882,pringsewu,12,id,2018-04-02 23:07:12,90,-5.36,104.98,81.67,2.84
1883,irbit,48,ru,2018-04-02 23:07:12,69,57.67,63.06,19.21,3.62
1884,santa cruz de la palma,8,es,2018-04-02 23:00:00,72,28.68,-17.76,62.6,3.36
1885,varzea da palma,56,br,2018-04-02 23:07:12,78,-17.6,-44.73,73.21,3.74
1886,seddon,56,nz,2018-04-02 23:07:21,69,-41.67,174.07,69.79,9.33
1887,kumla,20,se,2018-04-02 22:50:00,92,59.13,15.14,21.2,8.05
1888,west odessa,1,us,2018-04-02 22:55:00,47,31.84,-102.48,75.2,17.22
1889,norrtalje,0,se,2018-04-02 22:50:00,85,59.76,18.7,19.4,6.98
1890,andros town,20,bs,2018-04-02 22:00:00,73,24.73,-77.79,73.4,6.93
1891,trelew,0,ar,2018-04-02 23:07:14,35,-43.25,-65.31,63.22,7.43
1892,oleksandrivka,24,ua,2018-04-02 23:07:23,95,48.74,37.49,36.4,10.45
1893,muscat,0,om,2018-04-02 21:50:00,48,23.6,58.55,82.4,3.36
1894,krasnovishersk,92,ru,2018-04-02 23:07:23,89,60.4,57.08,25.87,14.47
1895,koutsouras,0,gr,2018-04-02 23:07:15,100,35.03,25.95,59.35,8.99
1896,uberlandia,36,br,2018-04-02 23:07:24,96,-18.92,-48.28,65.83,2.28
1897,kayerkan,32,ru,2018-04-02 23:07:15,76,69.35,87.76,-11.84,3.18
1898,morondava,0,mg,2018-04-02 23:07:16,99,-20.3,44.28,76.63,4.18
1899,bow island,75,ca,2018-04-02 22:00:00,79,49.87,-111.38,19.4,4.7
1900,vryburg,44,za,2018-04-02 23:07:16,93,-26.96,24.73,56.47,3.06
1901,rodrigues alves,75,br,2018-04-02 22:00:00,100,-7.74,-72.65,75.2,2.24
1902,southbridge,0,nz,2018-04-02 22:30:00,68,-43.81,172.25,66.2,13.87
1903,victoria falls,36,zw,2018-04-02 23:07:17,84,-17.93,25.84,58.09,3.18
1904,chaohu,8,cn,2018-04-02 22:00:00,61,31.63,117.88,78.8,4.47
1905,pilar,8,py,2018-04-02 23:07:17,90,-26.86,-58.3,67.81,3.96
1906,novyy urgal,64,ru,2018-04-02 23:07:26,55,51.07,132.56,24.61,16.26
1907,we,24,nc,2018-04-02 23:07:26,81,-20.92,167.26,81.31,12.68
1908,hastings,90,us,2018-04-02 22:56:00,100,40.59,-98.39,32.0,14.99
1909,syasstroy,88,ru,2018-04-02 23:07:27,98,60.14,32.56,35.32,8.77
1910,dwarka,20,in,2018-04-02 22:30:00,47,28.58,77.04,78.8,5.82
1911,kankon,0,in,2018-04-02 23:07:19,100,15.02,74.02,82.84,10.45
1912,alpena,90,us,2018-04-02 22:35:00,85,45.06,-83.43,37.4,4.7
1913,staden,20,be,2018-04-02 22:50:00,87,50.97,3.01,51.8,9.17
1914,weihai,48,cn,2018-04-02 23:07:28,89,37.5,122.11,44.41,25.32
1915,anahuac,0,mx,2018-04-02 23:07:20,54,26.44,-109.02,68.71,3.96
1916,guanhaes,48,br,2018-04-02 23:07:20,93,-18.77,-42.93,63.76,1.95
1917,puerto rico,24,co,2018-04-02 23:07:20,80,2.94,-73.21,77.26,1.95
1918,pinsk,0,by,2018-04-02 23:07:21,89,52.11,26.1,32.26,6.98
1919,nong chik,12,th,2018-04-02 23:07:29,72,6.84,101.18,85.36,6.64
1920,alamosa,1,us,2018-04-02 22:48:00,20,37.47,-105.87,55.4,24.16
1921,damphu,0,bt,2018-04-02 23:07:21,43,27.07,90.11,68.08,2.06
1922,iranshahr,0,ir,2018-04-02 22:00:00,28,27.21,60.69,68.0,3.18
1923,spring hill,90,us,2018-04-02 22:35:00,94,28.46,-82.54,71.6,3.85
1924,rosario,0,ar,2018-04-02 22:00:00,88,-32.96,-60.66,64.4,4.7
1925,lalibela,12,et,2018-04-02 23:07:22,85,12.04,39.05,42.52,1.95
1926,chirkey,90,ru,2018-04-02 22:30:00,93,42.96,46.98,46.4,4.47
1927,purwodadi,0,id,2018-04-02 23:07:23,83,-7.08,110.92,86.89,4.41
1928,cordoba,12,ar,2018-04-02 23:04:23,97,-27.78,-67.24,48.55,1.72
1929,cabadiangan,40,ph,2018-04-02 23:00:00,62,10.45,123.98,86.0,8.05
1930,zapolyarnyy,75,ru,2018-04-02 22:50:00,93,69.43,30.82,32.0,14.99
1931,pryyutivka,56,ua,2018-04-02 23:07:33,93,48.72,33.07,37.12,9.78
1932,rapid valley,90,us,2018-04-02 22:59:00,85,44.06,-103.15,21.2,14.99
1933,brokopondo,75,sr,2018-04-02 23:00:00,100,5.06,-54.98,75.2,2.24
1934,magway,20,mm,2018-04-02 23:07:34,71,20.15,94.92,81.76,4.07
1935,abong mbang,92,cm,2018-04-02 23:07:34,97,3.98,13.18,69.97,2.51
1936,george town,20,ky,2018-04-02 23:00:00,88,19.29,-81.37,77.0,5.82
1937,krasnyy bogatyr,92,ru,2018-04-02 23:07:26,94,56.01,41.13,37.57,17.05
1938,mbini,20,gq,2018-04-02 22:00:00,100,1.58,9.62,77.0,4.41
1939,gao,64,ml,2018-04-02 23:07:27,30,16.28,-0.04,76.27,6.31
1940,louis trichardt,0,za,2018-04-02 23:07:27,93,-23.04,29.91,58.9,3.96
1941,madinat sittah uktubar,20,eg,2018-04-02 22:30:00,88,29.82,31.05,64.4,11.41
1942,acajutla,75,sv,2018-04-02 21:50:00,74,13.59,-89.83,82.4,6.93
1943,kilkis,20,gr,2018-04-02 22:20:00,65,40.99,22.87,44.6,5.82
1944,diu,0,in,2018-04-02 23:07:28,71,20.71,70.98,74.29,4.74
1945,baoning,0,cn,2018-04-02 22:00:00,61,25.34,110.03,78.8,15.66
1946,tongren,48,cn,2018-04-02 23:07:28,97,27.72,109.18,70.96,3.62
1947,ankang,0,cn,2018-04-02 23:07:37,62,32.73,108.99,71.59,2.62
1948,ghauspur,0,pk,2018-04-02 22:00:00,69,28.14,69.08,77.0,6.93
1949,cottonwood,1,us,2018-04-02 22:35:00,13,34.74,-112.01,62.6,12.75
1950,singaraja,12,id,2018-04-02 23:07:29,80,-8.11,115.08,82.39,2.51
1951,zangakatun,100,am,2018-04-02 22:30:00,66,39.82,45.04,48.2,2.24
1952,midland,75,ca,2018-04-02 22:00:00,63,44.75,-79.89,30.2,3.36
1953,agra,0,in,2018-04-02 23:07:30,32,27.18,78.01,85.09,9.78
1954,santa marinella,0,it,2018-04-02 22:20:00,87,42.04,11.87,50.0,6.93
1955,dawei,0,mm,2018-04-02 23:07:39,66,14.07,98.19,86.53,1.16
1956,asbe teferi,32,et,2018-04-02 23:07:39,100,9.08,40.87,55.03,2.73
1957,makat,0,kz,2018-04-02 23:07:31,71,47.65,53.35,37.12,17.49
1958,khorramshahr,0,ir,2018-04-02 22:00:00,51,30.43,48.18,62.6,2.24
1959,sobolevo,56,ru,2018-04-02 23:07:32,88,54.43,31.9,32.17,16.93
1960,besancon,0,fr,2018-04-02 23:00:00,40,47.25,6.02,55.4,19.46
1961,koshurnikovo,44,ru,2018-04-02 23:07:32,48,54.3,93.39,23.8,4.74
1962,severnyy-kospashskiy,88,ru,2018-04-02 23:07:32,90,59.09,57.8,27.04,12.24
1963,payson,40,us,2018-04-02 22:56:00,41,40.04,-111.73,39.2,28.86
1964,djougou,0,bj,2018-04-02 23:07:32,75,9.71,1.67,77.17,10.89
1965,koster,64,za,2018-04-02 22:00:00,88,-25.86,26.9,64.4,1.12
1966,polonnaruwa,32,lk,2018-04-02 23:07:42,93,7.94,81.0,79.15,3.96
1967,pompeu,56,br,2018-04-02 23:07:33,89,-21.05,-48.85,70.96,3.18
1968,bowen,75,au,2018-04-02 22:00:00,88,-20.01,148.25,73.4,20.8
1969,piacabucu,68,br,2018-04-02 23:07:43,95,-10.41,-36.43,74.92,3.62
1970,axim,20,gh,2018-04-02 23:07:35,99,4.87,-2.24,81.58,10.0
1971,vendome,0,fr,2018-04-02 23:00:00,76,47.44,-0.57,53.6,8.05
1972,jieshi,12,cn,2018-04-02 23:07:36,82,22.82,115.83,74.83,4.97
1973,yelizovo,0,ru,2018-04-02 22:30:00,58,53.19,158.38,30.2,11.18
1974,saint-joseph,0,re,2018-04-02 22:30:00,69,-21.37,55.62,77.0,5.82
1975,presidente medici,8,br,2018-04-02 23:07:45,92,-11.18,-61.9,72.67,2.28
1976,fortuna foothills,1,us,2018-04-02 21:57:00,20,32.66,-114.41,82.4,10.29
1977,troitsko-pechorsk,88,ru,2018-04-02 23:07:37,86,62.71,56.19,24.79,9.44
1978,medea,75,dz,2018-04-02 22:30:00,68,36.27,2.77,66.2,9.17
1979,rehoboth,80,na,2018-04-02 23:07:37,80,-23.31,17.08,59.71,9.33
1980,zachary,1,us,2018-04-02 21:53:00,68,30.65,-91.16,71.6,6.93
1981,myre,48,no,2018-04-02 22:50:00,79,69.1,15.95,21.2,6.93
1982,sao domingos,68,br,2018-04-02 23:07:47,69,-13.4,-46.32,72.04,5.97
1983,marienburg,75,sr,2018-04-02 23:00:00,100,5.88,-55.04,75.2,2.24
1984,shunyi,0,cn,2018-04-02 22:30:00,18,40.13,116.65,53.6,15.66
1985,santiago del estero,32,ar,2018-04-02 23:07:39,91,-27.8,-64.26,67.0,3.06
1986,kreminna,44,ua,2018-04-02 23:07:48,100,49.05,38.22,36.22,11.23
1987,amboise,36,fr,2018-04-02 23:00:00,71,47.41,0.98,51.8,6.93
1988,vrangel,76,ru,2018-04-02 23:07:40,75,42.73,133.08,41.62,12.8
1989,carballo,56,es,2018-04-02 23:00:00,81,43.21,-8.69,51.8,10.29
1990,verkhnyaya inta,20,ru,2018-04-02 23:07:49,63,65.99,60.32,3.91,2.39
1991,burgeo,24,ca,2018-04-02 23:07:41,100,47.61,-57.61,28.84,20.07
1992,ndjole,44,ga,2018-04-02 23:07:41,98,-0.18,10.76,73.39,1.95
1993,troitskoye,80,ru,2018-04-02 23:07:42,87,52.98,84.68,25.42,8.99
1994,la plata,0,ar,2018-04-02 22:00:00,88,-34.92,-57.95,68.0,5.82
1995,huaicheng,80,cn,2018-04-02 23:07:50,84,23.91,112.19,76.27,3.74
1996,zalantun,36,cn,2018-04-02 23:07:42,43,48.0,122.72,35.59,9.1
1997,ormara,0,pk,2018-04-02 23:07:42,96,25.21,64.64,76.0,5.64
1998,palu,24,id,2018-04-02 23:07:51,59,-0.9,119.87,80.14,1.5
1999,dirba,76,in,2018-04-02 23:07:43,58,30.07,75.98,78.61,5.97
2000,ahuimanu,90,us,2018-04-02 22:25:00,100,21.44,-157.84,75.2,9.17
2001,susurluk,0,tr,2018-04-02 21:50:00,100,39.91,28.16,39.2,2.84
2002,frontera,5,mx,2018-04-02 21:46:00,65,18.53,-92.64,80.6,6.93
2003,santa isabel do rio negro,44,br,2018-04-02 23:07:53,95,-0.41,-65.02,76.81,4.97
2004,johi,0,pk,2018-04-02 23:07:45,46,26.69,67.61,79.42,2.62
2005,sarh,0,td,2018-04-02 23:07:45,77,9.14,18.39,68.89,2.84
2006,san luis,8,ar,2018-04-02 23:07:45,70,-33.3,-66.34,60.61,5.41
2007,paracuru,40,br,2018-04-02 23:00:00,88,-3.41,-39.03,78.8,3.36
2008,ocosingo,36,mx,2018-04-02 23:07:46,72,16.91,-92.09,66.82,2.62
2009,ashford,88,gb,2018-04-02 22:50:00,93,51.15,0.87,53.6,17.22
2010,derzhavinsk,56,kz,2018-04-02 23:07:55,75,51.1,66.31,24.88,3.18
2011,kanniyakumari,0,in,2018-04-02 23:07:55,100,8.08,77.57,83.74,7.99
2012,kaura namoda,0,ng,2018-04-02 23:07:47,63,12.59,6.58,68.44,2.84
2013,altamont,90,us,2018-04-02 22:35:00,100,37.19,-95.3,46.4,5.82
2014,mlowo,88,tz,2018-04-02 23:07:56,97,-9.01,33.0,60.88,2.95
2015,jiutai,20,cn,2018-04-02 22:00:00,18,44.15,125.84,39.2,11.18
2016,falam,76,mm,2018-04-02 23:07:49,70,22.91,93.68,70.24,2.28
2017,magomeni,75,tz,2018-04-02 22:00:00,100,-6.8,39.25,77.0,5.19
2018,meybod,20,ir,2018-04-02 22:30:00,28,32.25,54.02,59.0,6.93
2019,kalmunai,8,lk,2018-04-02 23:07:58,94,7.42,81.82,80.32,4.41
2020,fizesu gherlii,0,ro,2018-04-02 22:30:00,92,47.02,23.98,32.0,3.36
2021,rundu,56,na,2018-04-02 23:07:50,41,-17.91,19.77,72.67,11.01
2022,rabaul,64,pg,2018-04-02 23:07:50,100,-4.2,152.17,82.39,6.53
2023,pilar,92,ph,2018-04-02 23:07:59,59,17.42,120.6,81.4,4.07
2024,aginskoye,8,ru,2018-04-02 23:07:51,30,51.11,114.54,24.88,13.47
2025,aventura,1,us,2018-04-02 21:56:00,69,25.96,-80.14,75.2,8.05
2026,muleba,92,tz,2018-04-02 23:08:00,100,-1.84,31.66,65.2,6.42
2027,papetoai,75,pf,2018-04-02 22:30:00,69,-17.5,-149.87,82.4,10.29
2028,poykovskiy,0,ru,2018-04-02 22:30:00,77,61.23,73.33,-0.41,11.18
2029,birjand,56,ir,2018-04-02 22:00:00,49,32.86,59.22,48.2,6.93
2030,panguna,44,pg,2018-04-02 23:07:53,90,-6.32,155.48,82.21,1.16
2031,kuala terengganu,75,my,2018-04-02 22:00:00,78,5.33,103.14,82.4,1.12
2032,warrington,1,us,2018-04-02 22:56:00,86,40.25,-75.13,39.2,5.64
2033,mezen,80,ru,2018-04-02 23:08:02,89,65.85,44.24,33.07,11.01
2034,osoyoos,1,ca,2018-04-02 22:53:00,44,49.03,-119.47,44.6,6.93
2035,orlovskiy,92,ru,2018-04-02 23:07:54,98,46.87,42.05,47.56,12.68
2036,lixourion,0,gr,2018-04-02 23:07:55,100,38.2,20.43,55.84,6.42
2037,lujan,80,ar,2018-04-02 23:08:03,47,-46.57,-67.67,66.82,20.96
2038,wana,24,pk,2018-04-02 23:08:04,89,32.31,69.59,53.86,0.27
2039,abu zabad,0,sd,2018-04-02 23:07:56,20,12.35,29.25,64.12,9.55
2040,conceicao do araguaia,20,br,2018-04-02 23:07:56,96,-8.26,-49.26,73.03,3.96
2041,nisia floresta,40,br,2018-04-02 23:00:00,88,-6.09,-35.21,78.8,4.7
2042,vilhena,12,br,2018-04-02 23:08:05,95,-12.74,-60.15,69.43,1.95
2043,coihueco,0,cl,2018-04-02 22:00:00,93,-36.63,-71.83,53.6,5.82
2044,tarko-sale,44,ru,2018-04-02 23:08:05,83,64.92,77.78,1.12,14.47
2045,ostrovskoye,92,ru,2018-04-02 23:08:06,95,57.81,42.24,36.22,18.61
2046,shaunavon,80,ca,2018-04-02 23:07:58,81,49.65,-108.41,17.14,2.62
2047,santa fe,40,cu,2018-04-02 21:55:00,83,23.13,-82.26,73.4,9.17
2048,zavetnoye,92,ru,2018-04-02 23:08:06,96,47.12,43.89,44.32,9.78
2049,traverse city,90,us,2018-04-02 22:35:00,100,44.76,-85.62,33.8,3.62
2050,lexington park,90,us,2018-04-02 22:55:00,75,38.26,-76.45,46.4,12.8
2051,kamoke,40,pk,2018-04-02 22:30:00,69,31.97,74.22,75.2,5.97
2052,moroni,44,km,2018-04-02 23:07:59,100,-11.7,43.26,82.21,4.52
2053,arman,40,ru,2018-04-02 22:30:00,68,59.7,150.17,30.2,13.42
2054,uvat,0,ru,2018-04-02 23:05:15,85,59.14,68.9,14.62,3.4
2055,opuwo,92,na,2018-04-02 23:08:08,97,-18.06,13.84,62.05,2.73
2056,riga,0,lv,2018-04-02 22:50:00,92,56.95,24.11,30.2,6.93
2057,sao joaquim,64,br,2018-04-02 23:08:08,97,-28.29,-49.93,57.82,3.62
2058,omboue,92,ga,2018-04-02 23:08:09,100,-1.57,9.26,81.58,8.1
2059,cedar city,90,us,2018-04-02 22:53:00,25,37.68,-113.06,53.6,3.36
2060,smiths falls,1,ca,2018-04-02 22:55:00,69,44.9,-76.02,33.8,4.7
2061,novaya ladoga,88,ru,2018-04-02 23:08:01,98,60.11,32.31,35.32,8.77
2062,anchorage,1,us,2018-04-02 21:56:00,25,61.22,-149.89,42.8,13.87
2063,rosarito,5,mx,2018-04-02 21:47:00,37,27.04,-109.91,71.6,4.7
2064,dalen,44,no,2018-04-02 23:08:10,73,59.45,7.99,6.25,2.17
