,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
3971,shurugwi,0,zw,2018-04-02 23:17:24,92,-19.67,30.0,54.22,3.18
3972,honavar,0,in,2018-04-02 23:17:33,89,14.28,74.45,81.04,1.95
3973,szalkszentmarton,0,hu,2018-04-02 23:00:00,80,46.98,19.01,41.0,9.17
3974,nkongsamba,92,cm,2018-04-02 23:17:25,98,4.95,9.94,72.13,2.39
3975,doba,12,td,2018-04-02 23:17:25,64,8.66,16.85,76.45,10.0
3976,utinga,40,br,2018-04-02 23:00:00,88,-5.82,-35.4,78.8,4.7
3977,kampot,88,kh,2018-04-02 23:17:25,87,10.62,104.18,81.04,4.63
3978,ebolowa,88,cm,2018-04-02 23:17:34,99,2.92,11.15,68.89,2.28
3979,nkhotakota,48,mw,2018-04-02 23:17:35,100,-12.93,34.3,69.79,6.64
3980,san matias,80,bo,2018-04-02 23:17:26,97,-16.36,-58.4,73.21,1.16
3981,susner,0,in,2018-04-02 23:17:27,18,23.94,76.1,83.74,4.63
3982,middelburg,20,za,2018-04-02 23:17:27,94,-25.77,29.46,50.62,2.84
3983,krasnorechenskiy,88,ru,2018-04-02 23:17:27,40,44.63,135.35,43.06,9.78
3984,arraias,48,br,2018-04-02 23:17:36,85,-12.93,-46.94,72.49,2.17
3985,loandjili,75,cg,2018-04-02 22:00:00,94,-4.77,11.87,75.2,6.93
3986,siocon,24,ph,2018-04-02 23:17:36,99,11.03,124.04,82.03,4.52
3987,leticia,40,co,2018-04-02 22:00:00,94,-4.21,-69.94,78.8,2.24
3988,medak,0,in,2018-04-02 23:00:00,83,18.05,78.27,80.6,4.7
3989,east wenatchee bench,1,us,2018-04-02 22:55:00,35,47.43,-120.28,44.6,9.17
3990,charlottetown,5,ca,2018-04-02 23:00:00,79,46.23,-63.13,21.2,3.4
3991,suileng,0,cn,2018-04-02 23:17:38,51,47.25,127.08,38.47,19.51
3992,kostomuksha,92,ru,2018-04-02 23:17:30,93,64.59,30.6,28.93,5.64
3993,mustasaari,0,fi,2018-04-02 22:50:00,63,63.17,21.67,26.6,8.05
3994,iberia,12,pe,2018-04-02 23:17:30,97,-11.41,-69.49,74.02,2.17
3995,jashpurnagar,0,in,2018-04-02 23:17:31,54,22.88,84.14,78.25,4.07
3996,alegrete,36,br,2018-04-02 23:17:31,92,-29.79,-55.79,65.83,2.06
3997,neman,0,ru,2018-04-02 23:17:40,89,55.03,22.03,28.48,9.89
3998,ushtobe,12,kz,2018-04-02 23:17:31,93,45.25,77.98,31.0,4.52
3999,chickasha,90,us,2018-04-02 22:56:00,87,35.05,-97.94,57.2,18.34
4000,grafing,0,de,2018-04-02 22:50:00,65,48.05,11.97,46.4,5.82
4001,saskatoon,20,ca,2018-04-02 22:00:00,72,52.13,-106.66,14.0,9.17
4002,kibre mengist,100,et,2018-04-02 23:17:41,99,5.87,38.99,59.26,2.62
4003,caluquembe,92,ao,2018-04-02 23:17:33,97,-13.78,14.68,62.77,2.73
4004,bandrele,20,yt,2018-04-02 22:30:00,94,-12.91,45.19,77.0,1.12
4005,guider,0,cm,2018-04-02 23:17:33,55,9.93,13.94,65.74,4.18
4006,selaphum,20,th,2018-04-02 22:00:00,57,16.03,103.94,80.6,8.05
4007,killybegs,92,ie,2018-04-02 23:17:34,100,54.63,-8.45,39.28,9.1
4008,mwandiga,80,tz,2018-04-02 23:17:43,100,-4.84,29.66,71.41,7.54
4009,tenno,75,jp,2018-04-02 22:00:00,55,39.9,139.97,66.2,3.36
4010,key west,90,us,2018-04-02 22:55:00,66,47.93,-96.78,17.6,16.11
4011,bestobe,8,kz,2018-04-02 23:17:35,94,52.5,73.1,24.97,10.0
4012,houston,75,ca,2018-04-02 23:00:00,53,54.4,-126.65,32.0,4.7
4013,tucupita,56,ve,2018-04-02 23:17:35,77,9.06,-62.05,79.42,8.43
4014,staropyshminsk,20,ru,2018-04-02 22:30:00,92,56.94,60.9,19.4,2.24
4015,ilinskoye-khovanskoye,80,ru,2018-04-02 23:17:45,95,56.97,39.77,34.42,14.14
4016,yarega,88,ru,2018-04-02 23:17:37,85,63.43,53.58,27.76,10.45
4017,gwadar,32,pk,2018-04-02 23:17:46,100,25.12,62.33,75.55,2.84
4018,marmaris,0,tr,2018-04-02 22:50:00,44,36.85,28.27,60.8,13.87
4019,panama city,1,us,2018-04-02 22:56:00,100,30.16,-85.65,68.0,5.82
4020,koraput,0,in,2018-04-02 23:17:38,69,18.81,82.72,75.01,3.18
4021,biloela,12,au,2018-04-02 23:17:38,53,-24.4,150.51,82.93,13.58
4022,serebryansk,90,kz,2018-04-02 22:30:00,92,49.68,83.3,28.4,13.42
4023,contamana,92,pe,2018-04-02 23:17:47,97,-7.35,-75.01,73.57,1.5
4024,bealanana,44,mg,2018-04-02 23:17:39,93,-14.54,48.75,61.24,2.39
4025,magdagachi,48,ru,2018-04-02 23:17:39,24,53.45,125.8,25.33,14.7
4026,rancharia,75,br,2018-04-02 22:00:00,94,-22.23,-50.89,71.6,2.95
4027,mapiripan,44,co,2018-04-02 23:17:40,77,2.89,-72.13,77.62,2.62
4028,nawa,76,sy,2018-04-02 23:13:43,82,32.89,36.04,41.71,3.4
4029,ruswil,20,ch,2018-04-02 22:50:00,81,47.08,8.13,50.0,4.7
4030,chaman,8,pk,2018-04-02 23:17:40,33,30.92,66.45,63.22,2.95
4031,les cayes,0,ht,2018-04-02 23:17:49,100,18.19,-73.75,75.91,5.75
4032,mitha tiwana,44,pk,2018-04-02 23:17:41,78,32.24,72.11,69.88,4.18
4033,chany,0,ru,2018-04-02 23:17:41,90,55.31,76.76,22.9,13.13
4034,valvedditturai,0,lk,2018-04-02 23:17:41,99,9.82,80.17,82.66,4.74
4035,loa janan,20,id,2018-04-02 23:17:41,85,-0.58,117.09,83.74,2.95
4036,cabinda,76,ao,2018-04-02 23:17:42,100,-5.56,12.19,79.15,5.41
4037,zyryanskoye,56,ru,2018-04-02 23:17:50,94,56.83,86.62,24.52,9.89
4038,kisanga,44,tz,2018-04-02 23:17:42,96,-5.57,32.88,60.97,1.72
4039,makaha,90,us,2018-04-02 22:25:00,100,21.47,-158.22,75.2,9.17
4040,kerrville,90,us,2018-04-02 22:55:00,83,30.05,-99.14,73.4,16.11
4041,galveston,90,us,2018-04-02 22:36:00,100,40.58,-86.19,42.8,9.17
4042,yashkul,92,ru,2018-04-02 23:17:43,84,46.17,45.34,46.03,9.78
4043,winston,1,us,2018-04-02 22:56:00,40,43.12,-123.41,51.8,4.7
4044,bitkine,0,td,2018-04-02 23:17:43,41,11.98,18.21,67.27,4.74
4045,bonfim,0,br,2018-04-02 22:00:00,88,-20.33,-44.24,69.8,2.24
4046,banjarmasin,36,id,2018-04-02 23:17:44,89,-3.32,114.59,83.2,3.62
4047,peyima,80,sl,2018-04-02 23:17:44,88,8.69,-11.04,72.04,2.51
4048,jega,0,ng,2018-04-02 23:17:44,65,12.22,4.38,72.76,2.95
4049,goianesia,64,br,2018-04-02 23:17:44,94,-15.32,-49.12,67.72,3.18
4050,salamanca,0,es,2018-04-02 23:17:37,91,40.97,-5.66,44.32,16.26
4051,ushumun,64,ru,2018-04-02 23:17:45,26,52.78,126.54,26.77,13.8
4052,sayat,0,tm,2018-04-02 22:00:00,87,38.78,63.88,44.6,2.24
4053,jagtial,0,in,2018-04-02 23:17:45,49,18.8,78.92,83.56,4.85
4054,venado tuerto,64,ar,2018-04-02 23:17:45,83,-33.75,-61.97,60.97,4.18
4055,devils lake,1,us,2018-04-02 22:55:00,71,48.11,-98.87,10.4,8.05
4056,la union,5,mx,2018-04-02 21:47:00,37,26.82,-109.61,71.6,4.7
4057,eldorado,75,mx,2018-04-02 21:41:00,47,24.32,-107.36,75.2,5.82
4058,kousseri,0,cm,2018-04-02 22:00:00,7,12.08,15.03,84.2,11.41
4059,bahia honda,68,cu,2018-04-02 23:17:47,80,22.9,-83.16,74.29,7.43
4060,wagga wagga,0,au,2018-04-02 23:00:00,34,-35.12,147.37,80.6,5.82
4061,taber,40,ca,2018-04-02 23:00:00,84,49.79,-112.14,1.4,11.41
4062,barhi,0,in,2018-04-02 22:00:00,57,24.31,85.42,77.0,12.75
4063,bermeo,40,es,2018-04-02 23:00:00,63,43.42,-2.72,60.8,8.05
4064,moyale,92,ke,2018-04-02 23:17:48,100,3.52,39.06,62.86,1.28
4065,basi,40,in,2018-04-02 23:00:00,28,26.83,76.03,86.0,5.82
4066,semirom,0,ir,2018-04-02 23:17:49,74,31.41,51.57,24.52,1.61
4067,foz,56,es,2018-04-02 23:17:49,88,43.57,-7.26,54.94,19.62
4068,masvingo,0,zw,2018-04-02 23:17:58,94,-20.08,30.83,54.13,2.84
4069,libano,75,co,2018-04-02 22:00:00,94,7.75,-72.83,77.0,2.24
4070,bichura,0,ru,2018-04-02 23:17:50,31,50.59,107.6,26.32,3.96
4071,tula,8,mx,2018-04-02 23:17:50,88,18.59,-95.38,75.46,6.31
4072,san miguel,8,pe,2018-04-02 23:17:50,86,-13.01,-73.98,50.26,1.39
4073,atocha,0,bo,2018-04-02 23:17:59,17,-20.93,-66.22,32.44,5.64
4074,rakaia,0,nz,2018-04-02 23:00:00,63,-43.76,172.02,64.4,17.22
4075,druzhba,0,ua,2018-04-02 23:17:51,87,49.36,25.65,30.01,3.18
4076,ciocanesti,0,ro,2018-04-02 23:00:00,86,44.6,25.85,37.4,2.95
4077,taman,0,id,2018-04-02 23:17:52,97,-7.74,113.5,82.39,2.84
4078,coria,92,es,2018-04-02 23:18:01,100,39.98,-6.54,48.64,10.89
4079,alberton,0,ca,2018-04-02 23:17:52,88,46.81,-64.06,23.62,4.74
4080,youghal,90,ie,2018-04-02 22:30:00,100,51.95,-7.85,46.4,11.41
4081,crib point,56,au,2018-04-02 23:17:53,94,-38.35,145.2,65.02,6.64
4082,tansen,8,np,2018-04-02 23:17:56,59,27.87,83.55,76.54,3.74
4083,qingyuan,68,cn,2018-04-02 23:17:57,80,27.62,119.06,68.17,2.62
4084,ziarat,8,pk,2018-04-02 23:18:06,69,30.38,67.73,48.19,2.28
4085,macrohon,56,ph,2018-04-02 23:18:06,85,10.08,124.94,82.66,4.97
4086,aranda de duero,8,es,2018-04-02 23:17:58,88,41.67,-3.69,42.52,9.78
4087,los andes,0,cl,2018-04-02 23:00:00,82,-32.83,-70.6,55.4,6.93
4088,severomuysk,48,ru,2018-04-02 23:17:59,60,56.17,113.57,6.79,2.95
4089,dasoguz,0,tm,2018-04-02 22:30:00,61,41.84,59.97,46.4,6.93
4090,pitea,88,se,2018-04-02 22:50:00,73,65.32,21.48,23.0,11.41
4091,limbe,75,cm,2018-04-02 22:00:00,100,4.02,9.21,77.0,3.36
4092,matelandia,0,br,2018-04-02 22:00:00,100,-25.24,-54.0,68.0,3.06
4093,kasama,92,zm,2018-04-02 23:18:00,97,-10.21,31.19,63.22,5.75
4094,taganak,75,ph,2018-04-02 23:00:00,74,6.08,118.3,86.0,9.17
4095,los alamos,1,us,2018-04-02 22:55:00,14,35.88,-106.3,60.8,8.05
4096,berbera,0,so,2018-04-02 23:18:01,94,10.44,45.01,68.8,2.62
4097,butia,0,br,2018-04-02 22:00:00,88,-21.88,-47.57,73.4,1.12
4098,helsinki,20,fi,2018-04-02 22:50:00,86,60.17,24.94,26.6,10.29
4099,manakara,88,mg,2018-04-02 23:18:01,100,-22.14,48.01,75.28,3.18
4100,rathdrum,75,us,2018-04-02 22:58:00,55,47.81,-116.9,39.2,3.06
4101,palmeiras de goias,68,br,2018-04-02 23:15:51,97,-16.8,-49.93,68.71,2.95
4102,tashla,0,ru,2018-04-02 22:30:00,68,53.71,49.75,30.2,13.42
4103,nong khai,75,th,2018-04-02 22:30:00,54,17.88,102.75,84.2,4.7
4104,oda,20,jp,2018-04-02 22:00:00,49,35.19,132.5,73.4,18.34
4105,waupun,90,us,2018-04-02 22:56:00,82,43.63,-88.73,33.8,5.82
4106,santa helena de goias,12,br,2018-04-02 23:18:07,93,-17.81,-50.6,70.51,2.62
4107,ifakara,92,tz,2018-04-02 23:18:16,100,-8.13,36.68,67.9,2.39
4108,la mana,90,ec,2018-04-02 22:00:00,93,-0.93,-79.22,53.6,2.24
4109,pala,0,td,2018-04-02 23:18:08,61,9.37,14.91,70.69,2.62
4110,nassau,20,bs,2018-04-02 22:00:00,73,25.06,-77.34,73.4,6.93
4111,stromness,88,gb,2018-04-02 22:50:00,74,58.97,-3.3,37.4,13.87
4112,zabid,8,ye,2018-04-02 23:18:09,77,14.2,44.5,45.85,2.06
4113,torva,80,ee,2018-04-02 22:50:00,92,58.0,25.93,30.2,18.34
4114,gondal,20,in,2018-04-02 23:00:00,94,21.96,70.8,77.0,5.75
4115,cotonou,20,bj,2018-04-02 23:00:00,88,6.37,2.43,82.4,13.87
4116,norton shores,90,us,2018-04-02 22:36:00,43,43.17,-86.26,39.2,4.7
4117,suslovo,80,ru,2018-04-02 23:18:11,82,56.22,88.12,25.69,6.98
4118,young,56,uy,2018-04-02 23:13:25,74,-32.7,-57.63,67.27,8.99
4119,lewiston,75,us,2018-04-02 22:53:00,86,46.42,-117.02,46.4,5.82
4120,dzilam gonzalez,0,mx,2018-04-02 23:18:11,57,21.28,-88.93,79.78,7.87
4121,nevers,0,fr,2018-04-02 23:00:00,57,46.99,3.16,51.8,10.29
4122,ekhabi,0,ru,2018-04-02 23:18:20,89,53.51,142.97,30.46,19.06
4123,dosso,20,ne,2018-04-02 23:18:21,50,13.05,3.19,72.76,3.85
4124,lang suan,0,th,2018-04-02 22:00:00,70,9.95,99.07,86.0,5.82
4125,joao pinheiro,56,br,2018-04-02 23:18:22,83,-17.74,-46.17,69.7,3.74
4126,grimshaw,75,ca,2018-04-02 23:00:00,51,56.19,-117.61,14.0,4.7
4127,el tarra,80,co,2018-04-02 23:18:14,99,8.57,-73.09,66.91,1.95
4128,kyzyl-suu,88,kg,2018-04-02 23:18:14,100,42.34,78.0,36.49,3.06
4129,griffith,0,au,2018-04-02 23:18:23,46,-34.29,146.06,75.64,8.66
4130,korhogo,36,ci,2018-04-02 23:18:23,72,9.46,-5.63,77.89,8.43
4131,dafeng,32,cn,2018-04-02 23:18:23,85,33.2,120.46,73.03,9.66
4132,cua,40,ve,2018-04-02 22:00:00,78,10.16,-66.89,77.0,3.36
4133,ipatovo,92,ru,2018-04-02 23:18:15,96,45.72,42.92,45.4,19.51
4134,vozdvizhenka,36,ru,2018-04-02 23:18:16,75,56.12,60.78,21.01,4.74
4135,tourlaville,90,fr,2018-04-02 23:00:00,81,49.64,-1.57,51.8,14.99
4136,suar,12,in,2018-04-02 23:18:25,72,29.03,79.05,74.65,7.31
4137,normandin,5,ca,2018-04-02 23:00:00,53,48.84,-72.53,24.8,12.75
4138,braco do norte,0,br,2018-04-02 23:18:17,97,-28.27,-49.17,61.33,3.4
4139,qom,0,ir,2018-04-02 23:18:25,63,34.64,50.88,53.14,4.74
4140,tonk,0,in,2018-04-02 23:18:17,33,26.16,75.79,78.79,1.39
4141,khandagayty,64,ru,2018-04-02 23:18:26,62,50.73,92.05,13.81,2.84
4142,novouzensk,0,ru,2018-04-02 23:18:26,88,50.46,48.14,33.52,15.26
4143,aberdeen,90,us,2018-04-02 22:54:00,70,46.98,-123.82,44.6,8.05
4144,kisiwani,44,tz,2018-04-02 23:18:19,97,-4.13,37.95,64.66,1.95
4145,oromocto,90,ca,2018-04-02 23:00:00,73,45.85,-66.47,26.6,2.24
4146,posse,44,br,2018-04-02 23:18:19,64,-14.08,-46.36,77.26,6.42
4147,serov,88,ru,2018-04-02 23:18:19,75,59.61,60.57,23.89,3.96
4148,langley park,90,us,2018-04-02 22:56:00,70,38.99,-76.98,46.4,4.7
4149,achit,76,ru,2018-04-02 23:18:20,88,56.8,57.9,27.76,9.78
4150,mishkino,0,ru,2018-04-02 22:30:00,91,56.22,46.62,32.0,11.18
4151,bhinmal,0,in,2018-04-02 23:18:21,31,25.01,72.27,78.52,5.3
4152,jiamusi,12,cn,2018-04-02 23:18:21,59,46.81,130.37,38.65,16.26
4153,hengyang,36,cn,2018-04-02 23:18:21,100,26.89,112.6,76.18,4.41
4154,jaruco,40,cu,2018-04-02 21:55:00,83,23.04,-82.01,73.4,9.17
4155,novaya igirma,64,ru,2018-04-02 23:18:21,61,57.14,103.93,25.42,6.2
4156,anqing,80,cn,2018-04-02 23:18:22,100,30.51,117.04,67.99,4.74
4157,iaciara,80,br,2018-04-02 23:18:22,61,-14.1,-46.63,78.34,5.41
4158,save,48,bj,2018-04-02 23:18:22,86,8.04,2.49,77.62,7.31
4159,kaohsiung,40,tw,2018-04-02 22:30:00,57,22.62,120.31,80.6,9.17
4160,campo verde,0,br,2018-04-02 22:00:00,83,-7.26,-35.12,77.0,4.7
4161,osuna,75,es,2018-04-02 23:00:00,93,37.24,-5.1,57.2,5.82
4162,patan,0,in,2018-04-02 23:18:32,46,23.85,72.11,78.07,4.41
4163,sao joao do paraiso,0,br,2018-04-02 23:18:24,95,-15.31,-42.01,64.39,5.53
4164,huangpi,76,cn,2018-04-02 22:00:00,73,30.88,114.37,77.0,8.95
4165,mogocha,32,ru,2018-04-02 23:18:25,31,53.73,119.76,14.62,9.66
4166,butterworth,76,za,2018-04-02 23:18:35,91,-32.33,28.14,64.03,3.06
4167,bozeman,90,us,2018-04-02 22:53:00,72,45.68,-111.04,17.6,13.87
4168,kuvshinovo,80,ru,2018-04-02 23:18:36,94,57.03,34.18,31.54,15.14
4169,yuksekova,40,tr,2018-04-02 22:30:00,75,37.57,44.29,46.4,4.7
4170,qiongshan,75,cn,2018-04-02 22:00:00,69,20.01,110.35,78.8,6.71
4171,ligayan,0,ph,2018-04-02 23:18:37,99,4.65,119.47,83.56,6.31
4172,ellensburg,1,us,2018-04-02 22:55:00,64,47.0,-120.55,46.4,13.87
4173,sarlat-la-caneda,0,fr,2018-04-02 23:00:00,66,44.89,1.22,53.6,9.17
4174,brandon,5,ca,2018-04-02 23:00:00,65,49.85,-99.96,3.2,5.64
4175,leczyca,8,pl,2018-04-02 23:00:00,86,52.06,19.2,30.2,4.7
4176,zhaotong,0,cn,2018-04-02 23:18:30,52,27.34,103.71,70.06,2.51
4177,port lavaca,75,us,2018-04-02 22:55:00,83,28.61,-96.63,73.4,12.75
4178,thyolo,56,mw,2018-04-02 23:18:31,96,-16.07,35.15,66.91,2.73
4179,new smyrna beach,40,us,2018-04-02 22:53:00,94,29.03,-80.93,73.4,3.36
4180,jinzhou,92,cn,2018-04-02 23:18:40,42,41.11,121.12,41.71,18.84
4181,lagunas,20,pe,2018-04-02 23:18:32,98,-5.23,-75.68,71.86,2.06
4182,machico,20,pt,2018-04-02 23:00:00,67,32.7,-16.77,60.8,6.93
4183,beaune,0,fr,2018-04-02 23:00:00,46,47.02,4.84,53.6,9.17
4184,tumut,0,au,2018-04-02 23:18:41,70,-35.3,148.22,69.79,3.06
4185,selenginsk,36,ru,2018-04-02 22:30:00,45,52.01,106.87,23.0,4.47
4186,rabak,0,sd,2018-04-02 23:18:33,46,13.18,32.74,68.26,4.29
4187,north augusta,1,us,2018-04-02 22:55:00,46,33.5,-81.97,69.8,4.7
4188,sao mateus,12,br,2018-04-02 23:18:34,91,-18.72,-39.86,79.87,13.02
4189,zhucheng,76,cn,2018-04-02 22:00:00,73,30.85,114.8,77.0,8.95
4190,mallaig,92,gb,2018-04-02 23:18:35,100,57.01,-5.83,37.21,23.87
4191,am timan,0,td,2018-04-02 23:18:43,31,11.04,20.28,67.9,6.64
4192,biggar,0,ca,2018-04-02 23:18:35,58,52.06,-107.98,0.94,4.74
4193,rafaela,68,ar,2018-04-02 23:13:38,82,-31.25,-61.49,64.66,5.08
4194,taiobeiras,0,br,2018-04-02 23:18:44,95,-15.81,-42.23,64.39,5.53
4195,white rock,75,ca,2018-04-02 23:00:00,56,49.02,-122.8,48.2,11.41
4196,arivonimamo,75,mg,2018-04-02 22:30:00,88,-19.01,47.18,62.6,5.82
4197,mercedes,64,uy,2018-04-02 23:18:37,73,-33.25,-58.03,68.98,9.78
4198,nyrad,92,dk,2018-04-02 22:50:00,74,55.01,11.96,37.4,11.41
4199,dharur,0,in,2018-04-02 23:18:37,48,18.82,76.11,78.43,8.1
4200,gorodovikovsk,92,ru,2018-04-02 23:18:38,97,46.08,41.93,47.47,17.49
4201,huallanca,76,pe,2018-04-02 23:18:38,97,-9.9,-76.94,41.44,1.16
4202,obeliai,0,lt,2018-04-02 23:18:38,87,55.94,25.8,28.75,14.81
4203,benghazi,0,ly,2018-04-02 23:00:00,81,32.12,20.07,51.8,16.11
4204,ganganagar,0,in,2018-04-02 23:18:39,65,16.78,77.13,80.86,6.31
4205,kavalerovo,88,ru,2018-04-02 23:18:39,46,44.27,135.06,38.74,10.45
4206,prachuap khiri khan,12,th,2018-04-02 23:18:48,81,11.81,99.79,82.75,2.95
4207,songjianghe,92,cn,2018-04-02 23:18:49,85,42.18,127.48,34.42,4.97
4208,uyo,48,ng,2018-04-02 23:18:41,95,5.03,7.92,74.92,3.51
4209,danilovka,92,ru,2018-04-02 23:18:41,91,50.35,44.12,34.87,13.47
4210,berezovyy,68,ru,2018-04-02 23:18:42,49,51.67,135.7,27.49,12.57
4211,viganello,90,ch,2018-04-02 22:50:00,87,46.01,8.97,50.0,1.12
4212,stolac,0,ba,2018-04-02 23:00:00,93,43.08,17.95,44.6,1.12
4213,juquitiba,8,br,2018-04-02 22:01:00,73,-23.93,-47.07,73.4,10.29
4214,beauceville,0,ca,2018-04-02 23:18:52,79,46.21,-70.77,19.39,2.73
4215,les escoumins,0,ca,2018-04-02 23:18:52,80,48.35,-69.4,16.69,1.95
4216,wembley,20,ca,2018-04-02 23:00:00,56,55.15,-119.14,12.2,5.82
4217,whitley bay,90,gb,2018-04-02 22:50:00,100,55.04,-1.44,39.2,2.24
4218,kragujevac,0,rs,2018-04-02 23:00:00,83,44.01,20.91,32.0,2.24
4219,yurla,88,ru,2018-04-02 23:18:53,94,59.33,54.32,29.47,10.45
4220,myaundzha,76,ru,2018-04-02 23:18:45,77,63.05,147.18,23.98,8.99
4221,partizanskoye,56,ru,2018-04-02 23:18:45,99,53.35,78.35,26.14,12.24
4222,svit,0,sk,2018-04-02 23:00:00,69,49.06,20.2,37.4,5.82
4223,mason city,90,us,2018-04-02 23:15:00,74,43.15,-93.2,33.8,6.93
4224,kathu,40,th,2018-04-02 22:30:00,70,7.91,98.33,86.0,11.41
4225,xiaolingwei,12,cn,2018-04-02 22:00:00,61,32.03,118.85,78.8,2.24
4226,sabaudia,0,it,2018-04-02 22:55:00,93,41.3,13.03,50.0,9.17
4227,bernalillo,20,us,2018-04-02 22:55:00,12,35.3,-106.55,64.4,11.41
4228,chaiyaphum,32,th,2018-04-02 23:18:47,63,15.81,102.03,87.07,4.07
4229,kopychyntsi,0,ua,2018-04-02 23:18:56,87,49.11,25.91,30.01,3.18
4230,vyazma,68,ru,2018-04-02 23:18:48,93,55.21,34.3,32.08,12.01
4231,corn island,0,ni,2018-04-02 23:18:57,100,12.17,-83.04,79.78,9.78
4232,kingori,75,tz,2018-04-02 22:00:00,94,-3.38,37.02,69.8,11.41
4233,chau doc,100,vn,2018-04-02 23:18:49,100,10.71,105.12,76.72,3.62
4234,nzerekore,12,gn,2018-04-02 23:18:49,97,7.76,-8.82,66.19,2.06
4235,badarganj,0,bd,2018-04-02 23:18:49,89,25.68,89.06,78.61,4.52
4236,makokou,68,ga,2018-04-02 23:18:58,99,0.56,12.85,71.32,2.17
4237,wittlich,90,de,2018-04-02 22:56:00,87,49.98,6.89,48.2,8.05
4238,tangshan,92,cn,2018-04-02 23:18:59,71,39.63,118.17,44.77,21.41
4239,mapiri,20,bo,2018-04-02 23:18:51,91,-15.31,-68.22,51.16,1.72
4240,bako,12,et,2018-04-02 23:19:00,95,5.83,36.63,59.17,2.06
4241,beterou,0,bj,2018-04-02 23:18:52,77,9.2,2.26,77.71,10.89
4242,saint pete beach,90,us,2018-04-02 23:15:00,88,27.73,-82.74,73.4,3.36
4243,mtwara,76,tz,2018-04-02 23:19:01,100,-10.28,40.18,75.91,4.18
4244,sengiley,32,ru,2018-04-02 22:00:00,90,53.96,48.79,32.0,13.42
4245,vaasa,0,fi,2018-04-02 22:50:00,63,63.1,21.62,26.6,8.05
4246,bousso,0,td,2018-04-02 23:19:02,48,10.48,16.71,71.14,1.5
4247,istok,90,ru,2018-04-02 22:30:00,100,64.42,40.6,35.6,13.42
4248,tank,80,pk,2018-04-02 23:19:02,85,32.22,70.39,64.39,1.72
4249,buenos aires,8,cr,2018-04-02 23:19:03,100,9.17,-83.33,72.04,1.72
4250,bydgoszcz,0,pl,2018-04-02 23:00:00,86,53.12,18.0,30.2,6.93
4251,san benito abad,64,co,2018-04-02 23:18:55,97,8.93,-75.03,75.01,2.17
4252,barentu,0,er,2018-04-02 23:18:55,90,15.11,37.59,53.95,2.62
4253,kyra,0,ru,2018-04-02 23:18:55,34,49.58,111.97,20.47,4.29
4254,laje,0,br,2018-04-02 23:19:04,94,-13.18,-39.42,65.74,3.74
4255,tamandare,24,br,2018-04-02 23:19:05,96,-8.28,-70.75,73.3,2.39
4256,zanesville,75,us,2018-04-02 22:56:00,80,39.94,-82.01,41.0,5.82
4257,fasa,0,ir,2018-04-02 22:00:00,45,28.94,53.65,44.6,4.7
4258,leo,44,bf,2018-04-02 23:18:57,45,11.1,-2.1,78.16,2.84
4259,kommunisticheskiy,24,ru,2018-04-02 23:19:06,76,61.68,64.48,11.92,5.97
4260,mammaste,68,ee,2018-04-02 22:50:00,92,58.07,27.05,30.2,18.34
4261,kirovsk,88,ru,2018-04-02 23:18:58,83,67.62,33.66,24.34,5.3
4262,bratsk,36,ru,2018-04-02 22:30:00,49,56.15,101.63,23.0,6.71
4263,kango,88,ga,2018-04-02 23:18:58,100,0.19,10.1,74.2,1.5
4264,coatesville,90,us,2018-04-02 22:55:00,100,39.98,-75.82,42.8,4.85
4265,villa bruzual,48,ve,2018-04-02 23:19:07,54,9.33,-69.12,82.12,7.99
4266,burla,56,ru,2018-04-02 23:19:07,99,53.34,78.33,26.14,12.24
4267,weyburn,44,ca,2018-04-02 23:14:47,69,49.67,-103.85,3.46,5.08
4268,wanlaweyn,48,so,2018-04-02 23:19:08,95,2.62,44.89,73.12,2.84
4269,timra,0,se,2018-04-02 22:50:00,67,62.49,17.33,17.6,6.93
4270,yongchang,0,cn,2018-04-02 23:19:09,32,38.06,102.59,46.84,3.96
4271,oxford,0,nz,2018-04-02 23:00:00,63,-43.29,172.2,64.4,17.22
4272,ivankiv,88,ua,2018-04-02 22:30:00,88,50.93,29.9,35.6,11.18
4273,natitingou,0,bj,2018-04-02 23:00:00,69,10.31,1.38,80.6,4.7
4274,fianarantsoa,44,mg,2018-04-02 23:19:01,94,-21.45,47.09,60.16,3.18
4275,phalombe,56,mw,2018-04-02 23:19:10,99,-15.81,35.65,63.85,2.84
4276,kanevskaya,92,ru,2018-04-02 23:19:02,98,46.07,38.97,44.5,16.71
4277,agnibilekrou,0,ci,2018-04-02 23:19:03,84,7.13,-3.2,76.09,6.76
4278,seminole,1,us,2018-04-02 22:55:00,14,32.72,-102.64,68.0,10.29
4279,rio cuarto,0,ar,2018-04-02 22:00:00,82,-33.13,-64.35,60.8,6.93
4280,spencer,90,us,2018-04-02 22:45:00,86,43.14,-95.14,33.8,6.93
4281,elliot lake,90,ca,2018-04-02 23:00:00,74,46.37,-82.65,28.4,3.36
4282,ejura,24,gh,2018-04-02 23:19:04,88,7.38,-1.37,75.82,8.43
4283,fecamp,0,fr,2018-04-02 23:00:00,81,49.76,0.37,51.8,11.41
4284,sainte-adele,75,ca,2018-04-02 22:00:00,65,45.95,-74.13,35.6,5.82
